,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
"2976,1631159,""Miller, Leonard"",Leonard Miller,1,2023,2023,leonard_miller,leonard_miller,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11"
"2977,1626259,""Miller, Malcolm"",Malcolm Miller,0,2017,2019,malcolm_miller,malcolm_miller,0,,,,,,Y,01"
"2978,2034,""Miller, Mike"",Mike Miller,0,2000,2016,mike_miller,mike_miller,0,,,,,,Y,00"
"2980,203113,""Miller, Quincy"",Quincy Miller,0,2012,2014,quincy_miller,quincy_miller,0,,,,,,Y,01"
"2981,397,""Miller, Reggie"",Reggie Miller,0,1987,2004,reggie_miller,reggie_miller,0,,,,,,Y,00"
"2985,201988,""Mills, Patty"",Patty Mills,1,2009,2023,patty_mills,patty_mills,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01"
"2987,202407,""Millsap, Elijah"",Elijah Millsap,0,2014,2016,elijah_millsap,elijah_millsap,0,,,,,,Y,01"
"2988,200794,""Millsap, Paul"",Paul Millsap,0,2006,2021,paul_millsap,paul_millsap,0,,,,,,Y,00"
"2989,1629003,""Milton, Shake"",Shake Milton,1,2018,2023,shake_milton,shake_milton,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01"
"2990,1631303,""Minaya, Justin"",Justin Minaya,1,2022,2023,justin_minaya,justin_minaya,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11"
"2996,1631169,""Minott, Josh"",Josh Minott,1,2022,2023,josh_minott,josh_minott,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11"
"2997,202703,""Mirotic, Nikola"",Nikola Mirotic,0,2014,2018,nikola_mirotic,nikola_mirotic,0,,,,,,Y,00"
"3000,1630558,""Mitchell, Davion"",Davion Mitchell,1,2021,2023,davion_mitchell,davion_mitchell,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"3001,1628378,""Mitchell, Donovan"",Donovan Mitchell,1,2017,2023,donovan_mitchell,donovan_mitchell,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00"
"3006,203183,""Mitchell, Tony"",Tony Mitchell,0,2013,2013,tony_mitchell,tony_mitchell,0,,,,,,Y,01"
"3007,203502,""Mitchell, Tony"",Tony Mitchell,0,2013,2013,tony_mitchell,tony_mitchell,0,,,,,,Y,01"
"3008,1628513,""Mitrou-Long, Naz"",Naz Mitrou-Long,0,2017,2019,naz_mitrou-long,naz_mitrou-long,0,,,,,,Y,01"
"3011,1749,""Mobley, Cuttino"",Cuttino Mobley,0,1998,2008,cuttino_mobley,cuttino_mobley,0,,,,,,Y,00"
"3013,1630596,""Mobley, Evan"",Evan Mobley,1,2021,2023,evan_mobley,evan_mobley,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00"
"3014,1630600,""Mobley, Isaiah"",Isaiah Mobley,1,2022,2023,isaiah_mobley,isaiah_mobley,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,11"
"3017,1737,""Mohammed, Nazr"",Nazr Mohammed,0,1998,2015,nazr_mohammed,nazr_mohammed,0,,,,,,Y,00"
"3018,2040,""Moiso, Jerome"",Jerome Moiso,0,2000,2004,jerome_moiso,jerome_moiso,0,,,,,,Y,00"
"3020,1629690,""Mokoka, Adam"",Adam Mokoka,0,2019,2020,adam_mokoka,adam_mokoka,0,,,,,,Y,01"
"3024,1631320,""Moneke, Chima"",Chima Moneke,0,2022,2022,tmp_chima_moneke,chima_moneke,0,,,,,,Y,01"
"3026,2752,""Monia, Sergei"",Sergei Monia,0,2005,2005,sergei_monia,sergei_monia,0,,,,,,Y,01"
"3027,1628370,""Monk, Malik"",Malik Monk,1,2017,2023,malik_monk,malik_monk,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01"
"3029,202328,""Monroe, Greg"",Greg Monroe,0,2010,2021,greg_monroe,greg_monroe,0,,,,,,Y,01"
"3031,1626242,""Montero, Luis"",Luis Montero,0,2015,2017,luis_montero,luis_montero,0,,,,,,Y,01"
"3034,1630541,""Moody, Moses"",Moses Moody,1,2021,2023,moses_moody,moses_moody,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01"
"3035,200081,""Moon, Jamario"",Jamario Moon,0,2007,2011,jamario_moon,jamario_moon,0,,,,,,Y,01"
"3036,1629875,""Moon, Xavier"",Xavier Moon,1,2021,2023,xavier_moon,xavier_moon,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11"
"3038,1629760,""Mooney, Matt"",Matt Mooney,0,2019,2021,matt_mooney,matt_mooney,0,,,,,,Y,01"
"3040,1628500,""Moore, Ben"",Ben Moore,0,2017,2018,ben_moore,ben_moore,0,,,,,,Y,01"
"3041,202734,""Moore, E'Twaun"",E'Twaun Moore,0,2011,2020,e'twaun_moore,etwaun_moore,0,,,,,,Y,00"
"3045,1630,""Moore, Mikki"",Mikki Moore,0,1998,2011,mikki_moore,mikki_moore,0,,,,,,Y,00"
"3048,1631386,""Moore, Taze"",Taze Moore,0,2023,2023,taze_moore,taze_moore,0,,,,,,Y,11"
"3050,1631111,""Moore Jr., Wendell"",Wendell Moore Jr.,1,2022,2023,wendell_moore,wendell_moore_jr,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11"
"3051,1629630,""Morant, Ja"",Ja Morant,1,2019,2023,ja_morant,ja_morant,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00"
"3052,203961,""Moreland, Eric"",Eric Moreland,0,2014,2018,eric_moreland,eric_moreland,0,,,,,,Y,01"
"3055,1629752,""Morgan, Juwan"",Juwan Morgan,0,2019,2021,juwan_morgan,juwan_morgan,0,,,,,,Y,01"
"3060,202721,""Morris, Darius"",Darius Morris,0,2011,2014,darius_morris,darius_morris,0,,,,,,Y,01"
"3062,1628537,""Morris, Jaylen"",Jaylen Morris,0,2017,2021,jaylen_morris,jaylen_morris,0,,,,,,Y,01"
"3063,202693,""Morris, Markieff"",Markieff Morris,1,2011,2023,markieff_morris,markieff_morris,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00"
"3065,1628420,""Morris, Monte"",Monte Morris,1,2017,2023,monte_morris,monte_morris,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01"
"3066,201043,""Morris, Randolph"",Randolph Morris,0,2006,2009,randolph_morris,randolph_morris,0,,,,,,Y,00"
"3067,2242,""Morris, Terence"",Terence Morris,0,2001,2005,terence_morris,terence_morris,0,,,,,,Y,00"
"3068,202694,""Morris Sr., Marcus"",Marcus Morris Sr.,1,2011,2023,marcus_morris,marcus_morris_sr,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01"
"3069,200747,""Morrison, Adam"",Adam Morrison,0,2006,2009,adam_morrison,adam_morrison,0,,,,,,Y,00"
"3072,201627,""Morrow, Anthony"",Anthony Morrow,0,2008,2016,anthony_morrow,anthony_morrow,0,,,,,,Y,00"
"3079,202700,""Motiejunas, Donatas"",Donatas Motiejunas,0,2012,2018,donatas_motiejunas,donatas_motiejunas,0,,,,,,Y,01"
"3080,1628405,""Motley, Johnathan"",Johnathan Motley,0,2017,2019,johnathan_motley,johnathan_motley,0,,,,,,Y,01"
"3082,203102,""Moultrie, Arnett"",Arnett Moultrie,0,2012,2013,arnett_moultrie,arnett_moultrie,0,,,,,,Y,01"
"3083,297,""Mourning, Alonzo"",Alonzo Mourning,0,1992,2007,alonzo_mourning,alonzo_mourning,0,,,,,,Y,00"
"3084,202389,""Mozgov, Timofey"",Timofey Mozgov,0,2010,2018,timofey_mozgov,timofey_mozgov,0,,,,,,Y,00"
"3086,1626144,""Mudiay, Emmanuel"",Emmanuel Mudiay,0,2015,2021,emmanuel_mudiay,emmanuel_mudiay,0,,,,,,Y,01"
"3088,203498,""Muhammad, Shabazz"",Shabazz Muhammad,0,2013,2017,shabazz_muhammad,shabazz_muhammad,0,,,,,,Y,11"
"3089,1628539,""Mulder, Mychal"",Mychal Mulder,0,2019,2021,mychal_mulder,mychal_mulder,0,,,,,,Y,11"
"3092,201957,""Mullens, Byron"",Byron Mullens,0,2009,2013,byron_mullens,byron_mullens,0,,,,,,Y,01"
"3096,204098,""Munford, Xavier"",Xavier Munford,0,2015,2017,xavier_munford,xavier_munford,0,,,,,,Y,01"
"3101,1630278,""Murkey, Ade"",Ade Murkey,0,2021,2021,ade_murkey,ade_murkey,0,,,,,,Y,01"
"3105,203513,""Murphy, Erik"",Erik Murphy,0,2013,2013,erik_murphy,erik_murphy,0,,,,,,Y,01"
"3108,203122,""Murphy, Kevin"",Kevin Murphy,0,2012,2012,kevin_murphy,kevin_murphy,0,,,,,,Y,01"
"3111,2211,""Murphy, Troy"",Troy Murphy,0,2001,2012,troy_murphy,troy_murphy,0,,,,,,Y,00"
"3112,1630530,""Murphy III, Trey"",Trey Murphy III,1,2021,2023,trey_murphy_iii,trey_murphy_iii,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01"
"3113,1627749,""Murray, Dejounte"",Dejounte Murray,1,2016,2023,dejounte_murray,dejounte_murray,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01"
"3114,2436,""Murray, Flip"",Flip Murray,0,2002,2009,flip_murray,flip_murray,0,,,,,,Y,01"
"3115,1627750,""Murray, Jamal"",Jamal Murray,1,2016,2023,jamal_murray,jamal_murray,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00"
"3116,1631099,""Murray, Keegan"",Keegan Murray,1,2022,2023,keegan_murray,keegan_murray,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"3118,1631200,""Murray, Kris"",Kris Murray,1,2023,2023,kris_murray,kris_murray,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11"
"3119,441,""Murray, Lamond"",Lamond Murray,0,1994,2005,lamond_murray,lamond_murray,0,,,,,,Y,00"
"3122,203315,""Murry, Toure'"",Toure' Murry,0,2013,2014,toure'_murry,toure_murry,0,,,,,,Y,01"
"3123,1629058,""Musa, Dzanan"",Dzanan Musa,0,2018,2019,dzanan_musa,dzanan_musa,0,,,,,,Y,01"
"3124,203488,""Muscala, Mike"",Mike Muscala,1,2013,2023,mike_muscala,mike_muscala,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01"
"3127,87,""Mutombo, Dikembe"",Dikembe Mutombo,0,1991,2008,dikembe_mutombo,dikembe_mutombo,0,,,,,,Y,00"
"3130,1629004,""Mykhailiuk, Svi"",Svi Mykhailiuk,1,2018,2023,sviatoslav_mykhailiuk,svi_mykhailiuk,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01"
"3133,2055,""N'diaye, Mamadou"",Mamadou N'diaye,0,2000,2004,mamadou_n'diaye,mamadou_ndiaye,0,,,,,,Y,00"
"3136,2411,""Nachbar, Bostjan"",Bostjan Nachbar,0,2002,2007,bostjan_nachbar,bostjan_nachbar,0,,,,,,Y,00"
"3137,1627846,""Nader, Abdel"",Abdel Nader,0,2017,2021,abdel_nader,abdel_nader,0,,,,,,Y,01"
"3140,1924,""Nailon, Lee"",Lee Nailon,0,2000,2005,lee_nailon,lee_nailon,0,,,,,,Y,00"
"3141,2059,""Najera, Eduardo"",Eduardo Najera,0,2000,2011,eduardo_najera,eduardo_najera,0,,,,,,Y,00"
"3143,1631250,""Nance, Pete"",Pete Nance,0,2023,2023,pete_nance,pete_nance,0,,,,,,Y,11"
"3144,1626204,""Nance Jr., Larry"",Larry Nance Jr.,1,2015,2023,larry_nance_jr,larry_nance_jr,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00"
"3145,203894,""Napier, Shabazz"",Shabazz Napier,0,2014,2019,shabazz_napier,shabazz_napier,0,,,,,,Y,01"
"3149,959,""Nash, Steve"",Steve Nash,0,1996,2013,steve_nash,steve_nash,0,,,,,,Y,00"
"3155,2434,""Navarro, Juan Carlos"",Juan Carlos Navarro,0,2007,2007,juan carlos_navarro,juan_carlos_navarro,0,,,,,,Y,00"
"3156,202380,""Ndiaye, Hamady"",Hamady Ndiaye,0,2010,2013,hamady_ndiaye,hamady_ndiaye,0,,,,,,Y,01"
"3157,101238,""Ndong, Boniface"",Boniface Ndong,0,2005,2005,boniface_ndong,boniface_ndong,0,,,,,,Y,00"
"3158,1626254,""Ndour, Maurice"",Maurice Ndour,0,2016,2016,maurice_ndour,maurice_ndour,0,,,,,,Y,01"
"3160,202390,""Neal, Gary"",Gary Neal,0,2010,2016,gary_neal,gary_neal,0,,,,,,Y,01"
"3164,203517,""Nedovic, Nemanja"",Nemanja Nedovic,0,2013,2013,nemanja_nedovic,nemanja_nedovic,0,,,,,,Y,01"
"3167,201634,""Nelson, DeMarcus"",DeMarcus Nelson,0,2008,2008,demarcus_nelson,demarcus_nelson,0,,,,,,Y,01"
"3169,2749,""Nelson, Jameer"",Jameer Nelson,0,2004,2017,jameer_nelson,jameer_nelson,0,,,,,,Y,00"
"3171,1629614,""Nembhard, Andrew"",Andrew Nembhard,1,2022,2023,andrew_nembhard,andrew_nembhard,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"3173,1630612,""Nembhard Jr., RJ"",RJ Nembhard Jr.,0,2021,2021,rj_nembhard_jr,rj_nembhard_jr,0,,,,,,Y,01"
"3175,1630174,""Nesmith, Aaron"",Aaron Nesmith,1,2020,2023,aaron_nesmith,aaron_nesmith,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01"
"3177,1725,""Nesterovic, Rasho"",Rasho Nesterovic,0,1998,2009,rasho_nesterovic,rasho_nesterovic,0,,,,,,Y,00"
"3178,203526,""Neto, Raul"",Raul Neto,0,2015,2022,raul_neto,raul_neto,0,,,,,,Y,01"
"3184,1956,""Newble, Ira"",Ira Newble,0,2000,2007,ira_newble,ira_newble,0,,,,,,Y,00"
"3187,1629005,""Newman, Malik"",Malik Newman,0,2019,2021,malik_newman,malik_newman,0,,,,,,Y,01"
"3189,1627777,""Niang, Georges"",Georges Niang,1,2016,2023,georges_niang,georges_niang,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01"
"3190,201193,""Nichols, Demetris"",Demetris Nichols,0,2007,2008,demetris_nichols,demetris_nichols,0,,,,,,Y,01"
"3192,203094,""Nicholson, Andrew"",Andrew Nicholson,0,2012,2016,andrew_nicholson,andrew_nicholson,0,,,,,,Y,00"
"3199,1630227,""Nix, Daishen"",Daishen Nix,1,2021,2023,daishen_nix,daishen_nix,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01"
"3202,1630192,""Nnaji, Zeke"",Zeke Nnaji,1,2020,2023,zeke_nnaji,zeke_nnaji,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00"
"3203,201149,""Noah, Joakim"",Joakim Noah,0,2007,2019,joakim_noah,joakim_noah,0,,,,,,Y,01"
"3205,2804,""Nocioni, Andres"",Andres Nocioni,0,2004,2011,andres_nocioni,andres_nocioni,0,,,,,,Y,00"
"3206,200786,""Noel, David"",David Noel,0,2006,2006,david_noel,david_noel,0,,,,,,Y,01"
"3207,203457,""Noel, Nerlens"",Nerlens Noel,0,2013,2022,nerlens_noel,nerlens_noel,0,,,,,,Y,00"
"3209,203512,""Nogueira, Lucas"",Lucas Nogueira,0,2014,2017,lucas_nogueira,lucas_nogueira,0,,,,,,Y,01"
"3218,983,""Norris, Moochie"",Moochie Norris,0,1996,2005,moochie_norris,moochie_norris,0,,,,,,Y,00"
"3220,1629668,""Norvell Jr., Zach"",Zach Norvell Jr.,0,2019,2019,zach_norvell_jr,zach_norvell_jr,0,,,,,,Y,01"
"3225,200779,""Novak, Steve"",Steve Novak,0,2006,2016,steve_novak,steve_novak,0,,,,,,Y,01"
"3226,1629669,""Nowell, Jaylen"",Jaylen Nowell,0,2019,2023,jaylen_nowell,jaylen_nowell,0,,,,,,Y,11"
"3227,1641806,""Nowell, Markquis"",Markquis Nowell,1,2023,2023,markquis_nowell,markquis_nowell,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11"
"3229,1717,""Nowitzki, Dirk"",Dirk Nowitzki,0,1998,2018,dirk_nowitzki,dirk_nowitzki,0,,,,,,Y,00"
"3230,1628373,""Ntilikina, Frank"",Frank Ntilikina,1,2017,2023,frank_ntilikina,frank_ntilikina,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"3231,1629134,""Nunn, Kendrick"",Kendrick Nunn,0,2018,2022,kendrick_nunn,kendrick_nunn,0,,,,,,Y,01"
"3232,203263,""Nunnally, James"",James Nunnally,0,2013,2020,james_nunnally,james_nunnally,0,,,,,,Y,01"
"3233,203994,""Nurkic, Jusuf"",Jusuf Nurkic,1,2014,2023,jusuf_nurkic,jusuf_nurkic,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00"
"3235,1628021,""Nwaba, David"",David Nwaba,0,2016,2021,david_nwaba,david_nwaba,0,,,,,,Y,11"
"3236,1629670,""Nwora, Jordan"",Jordan Nwora,1,2020,2023,jordan_nwora,jordan_nwora,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01"
"3243,1626266,""O'Brien, JJ"",JJ O'Brien,0,2015,2015,jj_o'brien,jj_obrien,0,,,,,,Y,01"
"3244,200753,""O'Bryant, Patrick"",Patrick O'Bryant,0,2006,2009,patrick_o'bryant,patrick_obryant,0,,,,,,Y,01"
"3245,203948,""O'Bryant III, Johnny"",Johnny O'Bryant III,0,2014,2017,johnny_o'bryant_iii,johnny_obryant_iii,0,,,,,,Y,01"
"3253,979,""O'Neal, Jermaine"",Jermaine O'Neal,0,1996,2013,jermaine_o'neal,jermaine_oneal,0,,,,,,Y,00"
"3254,406,""O'Neal, Shaquille"",Shaquille O'Neal,0,1992,2010,shaquille_o'neal,shaquille_oneal,0,,,,,,Y,00"
"3255,1626220,""O'Neale, Royce"",Royce O'Neale,1,2017,2023,royce_o'neale,royce_oneale,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01"
"3257,203124,""O'Quinn, Kyle"",Kyle O'Quinn,0,2012,2019,kyle_o'quinn,kyle_oquinn,0,,,,,,Y,00"
"3262,101177,""Oberto, Fabricio"",Fabricio Oberto,0,2005,2010,fabricio_oberto,fabricio_oberto,0,,,,,,Y,00"
"3263,1627849,""Ochefu, Daniel"",Daniel Ochefu,0,2016,2016,daniel_ochefu,daniel_ochefu,0,,,,,,Y,01"
"3264,201141,""Oden, Greg"",Greg Oden,0,2007,2013,greg_oden,greg_oden,0,,,,,,Y,00"
"3265,1885,""Odom, Lamar"",Lamar Odom,0,1999,2013,lamar_odom,lamar_odom,0,,,,,,Y,00"
"3270,203317,""Ohlbrecht, Tim"",Tim Ohlbrecht,0,2012,2012,tim_ohlbrecht,tim_ohlbrecht,0,,,,,,Y,01"
"3271,1628400,""Ojeleye, Semi"",Semi Ojeleye,0,2017,2021,semi_ojeleye,semi_ojeleye,0,,,,,,Y,00"
"3272,2731,""Okafor, Emeka"",Emeka Okafor,0,2004,2017,emeka_okafor,emeka_okafor,0,,,,,,Y,01"
"3273,1626143,""Okafor, Jahlil"",Jahlil Okafor,0,2015,2020,jahlil_okafor,jahlil_okafor,0,,,,,,Y,00"
"3274,1629643,""Okeke, Chuma"",Chuma Okeke,1,2020,2023,chuma_okeke,chuma_okeke,1610612753,Orlando,Magic,ORL,magic,magic,Y,01"
"3275,1629059,""Okobo, Elie"",Elie Okobo,0,2018,2019,elie_okobo,elie_okobo,0,,,,,,Y,01"
"3276,1629006,""Okogie, Josh"",Josh Okogie,1,2018,2023,josh_okogie,josh_okogie,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00"
"3277,1630168,""Okongwu, Onyeka"",Onyeka Okongwu,1,2020,2023,onyeka_okongwu,onyeka_okongwu,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00"
"3278,1630171,""Okoro, Isaac"",Isaac Okoro,1,2020,2023,isaac_okoro,isaac_okoro,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00"
"3279,1629644,""Okpala, KZ"",KZ Okpala,0,2019,2022,kz_okpala,kz_okpala,0,,,,,,Y,01"
"3280,2246,""Okur, Mehmet"",Mehmet Okur,0,2002,2011,mehmet_okur,mehmet_okur,0,,,,,,Y,00"
"3281,203506,""Oladipo, Victor"",Victor Oladipo,1,2013,2023,victor_oladipo,victor_oladipo,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00"
"3289,1628419,""Oliver, Cameron"",Cameron Oliver,0,2020,2021,cameron_oliver,cameron_oliver,0,,,,,,Y,01"
"3292,1563,""Ollie, Kevin"",Kevin Ollie,0,1997,2009,kevin_ollie,kevin_ollie,0,,,,,,Y,00"
"3294,1709,""Olowokandi, Michael"",Michael Olowokandi,0,1998,2006,michael_olowokandi,michael_olowokandi,0,,,,,,Y,00"
"3296,203482,""Olynyk, Kelly"",Kelly Olynyk,1,2013,2023,kelly_olynyk,kelly_olynyk,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00"
"3297,1630647,""Omoruyi, Eugene"",Eugene Omoruyi,1,2021,2023,eugene_omoruyi,eugene_omoruyi,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11"
"3298,1629671,""Oni, Miye"",Miye Oni,0,2019,2021,miye_oni,miye_oni,0,,,,,,Y,11"
"3299,202620,""Onuaku, Arinze"",Arinze Onuaku,0,2013,2016,arinze_onuaku,arinze_onuaku,0,,,,,,Y,01"
"3300,1627778,""Onuaku, Chinanu"",Chinanu Onuaku,0,2016,2017,chinanu_onuaku,chinanu_onuaku,0,,,,,,Y,01"
"3305,202350,""Orton, Daniel"",Daniel Orton,0,2010,2013,daniel_orton,daniel_orton,0,,,,,,Y,01"
"3307,1626224,""Osman, Cedi"",Cedi Osman,1,2017,2023,cedi_osman,cedi_osman,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01"
"3309,731,""Ostertag, Greg"",Greg Ostertag,0,1995,2005,greg_ostertag,greg_ostertag,0,,,,,,Y,01"
"3313,1630187,""Oturu, Daniel"",Daniel Oturu,0,2020,2021,daniel_oturu,daniel_oturu,0,,,,,,Y,01"
"3314,1626162,""Oubre Jr., Kelly"",Kelly Oubre Jr.,1,2015,2023,kelly_oubre_jr,kelly_oubre_jr,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00"
"3315,448,""Outlaw, Bo"",Bo Outlaw,0,1993,2007,bo_outlaw,bo_outlaw,0,,,,,,Y,00"
"3316,2566,""Outlaw, Travis"",Travis Outlaw,0,2003,2013,travis_outlaw,travis_outlaw,0,,,,,,Y,00"
"3319,101261,""Owens, Andre"",Andre Owens,0,2005,2007,andre_owens,andre_owens,0,,,,,,Y,01"
"3326,202082,""Owens, Larry"",Larry Owens,0,2010,2011,larry_owens,larry_owens,0,,,,,,Y,01"
"3327,1629745,""Owens, Tariq"",Tariq Owens,0,2019,2019,tariq_owens,tariq_owens,0,,,,,,Y,01"
"3332,2585,""Pachulia, Zaza"",Zaza Pachulia,0,2003,2018,zaza_pachulia,zaza_pachulia,0,,,,,,Y,00"
"3335,1909,""Padgett, Scott"",Scott Padgett,0,1999,2006,scott_padgett,scott_padgett,0,,,,,,Y,00"
"3336,1629873,""Paige, Jaysean"",Jaysean Paige,0,2021,2021,jaysean_paige,jaysean_paige,0,,,,,,Y,11"
"3337,1627779,""Paige, Marcus"",Marcus Paige,0,2017,2017,marcus_paige,marcus_paige,0,,,,,,Y,01"
"3339,1960,""Palacio, Milt"",Milt Palacio,0,1999,2005,milt_palacio,milt_palacio,0,,,,,,Y,00"
"3343,1629309,""Palmer, Trayvon"",Trayvon Palmer,0,2021,2021,trayvon_palmer,trayvon_palmer,0,,,,,,Y,01"
"3345,1630698,""Pangos, Kevin"",Kevin Pangos,0,2021,2021,kevin_pangos,kevin_pangos,0,,,,,,Y,01"
"3347,1627834,""Papagiannis, Georgios"",Georgios Papagiannis,0,2016,2017,georgios_papagiannis,georgios_papagiannis,0,,,,,,Y,01"
"3348,203123,""Papanikolaou, Kostas"",Kostas Papanikolaou,0,2014,2015,kostas_papanikolaou,kostas_papanikolaou,0,,,,,,Y,00"
"3349,2457,""Pargo, Jannero"",Jannero Pargo,0,2002,2014,jannero_pargo,jannero_pargo,0,,,,,,Y,01"
"3350,202951,""Pargo, Jeremy"",Jeremy Pargo,0,2011,2019,jeremy_pargo,jeremy_pargo,0,,,,,,Y,11"
"3354,1515,""Parker, Anthony"",Anthony Parker,0,1997,2011,anthony_parker,anthony_parker,0,,,,,,Y,00"
"3355,203953,""Parker, Jabari"",Jabari Parker,0,2014,2021,jabari_parker,jabari_parker,0,,,,,,Y,00"
"3356,2470,""Parker, Smush"",Smush Parker,0,2002,2007,smush_parker,smush_parker,0,,,,,,Y,01"
"3358,2225,""Parker, Tony"",Tony Parker,0,2001,2018,tony_parker,tony_parker,0,,,,,,Y,00"
"3364,202718,""Parsons, Chandler"",Chandler Parsons,0,2011,2019,chandler_parsons,chandler_parsons,0,,,,,,Y,00"
"3365,1629672,""Paschall, Eric"",Eric Paschall,0,2019,2021,eric_paschall,eric_paschall,0,,,,,,Y,00"
"3366,1628394,""Pasecniks, Anzejs"",Anzejs Pasecniks,0,2019,2020,anzejs_pasecniks,anzejs_pasecniks,0,,,,,,Y,01"
"3374,203934,""Patterson, Lamar"",Lamar Patterson,0,2015,2016,lamar_patterson,lamar_patterson,0,,,,,,Y,01"
"3375,202335,""Patterson, Patrick"",Patrick Patterson,0,2010,2020,patrick_patterson,patrick_patterson,0,,,,,,Y,01"
"3376,1739,""Patterson, Ruben"",Ruben Patterson,0,1998,2007,ruben_patterson,ruben_patterson,0,,,,,,Y,00"
"3380,1628383,""Patton, Justin"",Justin Patton,0,2017,2020,justin_patton,justin_patton,0,,,,,,Y,01"
"3381,203464,""Paul, Brandon"",Brandon Paul,0,2017,2017,brandon_paul,brandon_paul,0,,,,,,Y,01"
"3382,101108,""Paul, Chris"",Chris Paul,1,2005,2023,chris_paul,chris_paul,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00"
"3386,2562,""Pavlovic, Sasha"",Sasha Pavlovic,0,2003,2012,sasha_pavlovic,sasha_pavlovic,0,,,,,,Y,00"
"3391,203940,""Payne, Adreian"",Adreian Payne,0,2014,2017,adreian_payne,adreian_payne,0,,,,,,Y,01"
"3392,1626166,""Payne, Cameron"",Cameron Payne,1,2015,2023,cameron_payne,cameron_payne,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01"
"3395,203901,""Payton, Elfrid"",Elfrid Payton,0,2014,2021,elfrid_payton,elfrid_payton,0,,,,,,Y,11"
"3396,56,""Payton, Gary"",Gary Payton,0,1990,2006,gary_payton,gary_payton,0,,,,,,Y,00"
"3398,1627780,""Payton II, Gary"",Gary Payton II,1,2016,2023,gary_payton_ii,gary_payton_ii,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01"
"3401,200762,""Pecherov, Oleksiy"",Oleksiy Pecherov,0,2007,2009,oleksiy_pecherov,oleksiy_pecherov,0,,,,,,Y,00"
"3403,324,""Peeler, Anthony"",Anthony Peeler,0,1992,2004,anthony_peeler,anthony_peeler,0,,,,,,Y,00"
"3404,201593,""Pekovic, Nikola"",Nikola Pekovic,0,2010,2016,nikola_pekovic,nikola_pekovic,0,,,,,,Y,00"
"3406,203658,""Pelle, Norvel"",Norvel Pelle,0,2019,2021,norvel_pelle,norvel_pelle,0,,,,,,Y,01"
